customerID,Genero,Idoso,Casado,Dependents,Tempo_como_Cliente,ServicoTelefone,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,StreamingTV,Tipo_Contrato,MetodoPagamento,Pagamento_Mensal,Total_Pago,Churn
6097-EQISJ,Female,No,Yes,Yes,66,Yes,FIBER OPTIC,No,No,Yes,One year,Credit card (automatic),102.45,6615.15,Yes
4423-YLHDV,Female,No,Yes,No,21,Yes,FIBER OPTIC,Yes,No,Yes,Month-to-month,Bank transfer (automatic),104.4,2200.25,Yes
8158-WPEZG,Male,No,No,No,11,No,DSL,No,Yes,No,Month-to-month,Electronic check,35.65,425.1,No
0107-YHINA,Male,No,No,Yes,1,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,99.75,99.75,Yes
4918-FYJNT,Female,Yes,Yes,No,55,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Electronic check,90.45,5044.8,No
0727-BNRLG,Male,No,No,No,69,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Credit card (automatic),97.65,6743.55,No
4854-CIDCF,Female,Yes,No,No,3,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,73.85,196.4,No
8640-SDGKB,Male,No,No,No,4,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,74.4,299.7,Yes
3280-MRDOF,Male,Yes,No,No,30,Yes,DSL,No,Yes,Yes,Two year,Credit card (automatic),69.1,2093.9,No
6435-SRWBJ,Female,No,No,No,5,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Electronic check,82.75,417.75,No
9964-WBQDJ,Female,No,Yes,No,71,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.4,1725.4,No
6303-KFWSL,Female,No,No,No,29,Yes,DSL,No,No,No,One year,Electronic check,55.25,1620.2,No
1702-CCFNJ,Male,No,Yes,No,52,Yes,DSL,No,Yes,No,Month-to-month,Bank transfer (automatic),61.35,3169.55,No
8932-CZHRQ,Male,No,No,No,68,Yes,DSL,Yes,No,No,One year,Credit card (automatic),76.75,5233.25,No
0386-CWRGM,Female,No,Yes,Yes,46,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.4,967.85,No
5515-RUGKN,Male,No,No,No,8,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),54.75,438.05,No
0404-AHASP,Male,No,Yes,No,72,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.7,1421.9,No
7279-NMVJC,Female,No,No,No,17,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.9,323.15,No
2081-VEYEH,Male,No,No,No,3,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Electronic check,107.95,318.6,No
6407-UTSLV,Female,Yes,No,No,2,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Bank transfer (automatic),83.8,163.7,No
4116-TZAQJ,Female,No,No,No,9,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Credit card (automatic),74.25,639.65,Yes
9060-HJJRW,Female,No,No,No,51,No,DSL,No,No,Yes,One year,Credit card (automatic),56.4,2928.5,No
2587-YNLES,Female,No,Yes,Yes,6,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,20.1,100.35,No
7398-SKNQZ,Female,No,Yes,No,3,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,94.9,273.2,No
5935-FCCNB,Female,Yes,No,No,17,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,94.2,1608.15,No
1958-RNRKS,Male,No,Yes,No,30,Yes,DSL,No,No,No,Month-to-month,Electronic check,49.9,1441.95,No
5136-RGMZO,Male,No,No,No,31,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,71.05,2168.15,No
8345-MVDYC,Female,No,No,No,45,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),81.65,3618.7,No
8226-BXGES,Male,No,Yes,No,64,Yes,FIBER OPTIC,Yes,No,No,One year,Bank transfer (automatic),89.45,5692.65,No
3877-JRJIP,Male,No,No,No,1,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,59.85,59.85,Yes
8375-DKEBR,Female,Yes,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,69.6,69.6,Yes
9705-IOVQQ,Male,Yes,Yes,Yes,61,Yes,FIBER OPTIC,No,No,Yes,One year,Electronic check,99.0,5969.3,No
1015-OWJKI,Male,No,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.05,19.05,No
7511-YMXVQ,Male,No,No,No,9,No,DSL,No,No,Yes,Month-to-month,Electronic check,45.4,418.8,Yes
2040-XBAVJ,Male,No,Yes,Yes,72,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Bank transfer (automatic),114.45,8100.55,No
7551-JOHTI,Female,No,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.5,19.5,Yes
8887-IPQNC,Female,No,Yes,No,7,Yes,DSL,No,No,No,Month-to-month,Mailed check,44.25,313.45,No
8646-JCOMS,Female,No,Yes,No,66,Yes,FIBER OPTIC,No,Yes,No,One year,Bank transfer (automatic),90.55,6130.95,No
9804-ICWBG,Male,No,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,69.9,69.9,Yes
1222-KJNZD,Male,No,Yes,Yes,40,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.4,745.3,No
0106-GHRQR,Male,No,No,No,16,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),71.4,1212.1,No
5318-IXUZF,Female,No,No,No,2,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Bank transfer (automatic),87.15,183.75,Yes
3768-VHXQO,Male,No,Yes,No,67,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.85,1583.5,No
8952-WCVCD,Female,No,Yes,No,41,Yes,FIBER OPTIC,Yes,No,Yes,One year,Bank transfer (automatic),104.45,4162.05,No
2418-TPEUN,Female,No,Yes,Yes,56,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.8,1119.9,No
3963-RYFNS,Female,No,No,No,72,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Bank transfer (automatic),116.45,8013.55,No
3198-VELRD,Female,No,Yes,Yes,3,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),84.75,264.85,Yes
8540-ZQGEA,Female,No,Yes,No,54,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.05,1102.4,No
1320-REHCS,Male,Yes,No,No,52,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Electronic check,110.75,5832.0,No
4137-JOPHL,Female,No,No,No,50,Yes,FIBER OPTIC,No,Yes,No,Two year,Bank transfer (automatic),89.7,4304.5,No
9436-ZBZCT,Male,No,No,No,14,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Electronic check,89.95,1178.4,Yes
7801-CEDNV,Male,No,Yes,No,27,Yes,DSL,Yes,No,No,One year,Credit card (automatic),48.7,1421.75,No
2057-BOYKM,Female,Yes,Yes,No,72,Yes,FIBER OPTIC,Yes,Yes,No,Two year,Bank transfer (automatic),96.6,6827.5,No
3658-QQJYD,Male,No,No,No,62,Yes,DSL,Yes,No,Yes,One year,Credit card (automatic),74.3,4698.05,No
1803-BGNBD,Female,No,No,No,12,Yes,DSL,No,Yes,No,Month-to-month,Electronic check,54.3,654.5,No
0134-XWXCE,Female,Yes,No,No,44,Yes,DSL,No,Yes,Yes,One year,Bank transfer (automatic),74.85,3268.05,No
6950-TWMYB,Male,No,Yes,Yes,54,Yes,FIBER OPTIC,No,Yes,No,Two year,Bank transfer (automatic),79.95,4362.05,No
5848-FHRFC,Female,No,No,No,68,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.05,1386.9,No
2243-FNMMI,Male,No,No,No,20,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.4,415.4,No
2511-MORQY,Male,No,Yes,Yes,50,Yes,DSL,No,No,No,One year,Bank transfer (automatic),54.9,2614.1,No
5356-KZCKT,Male,No,No,No,58,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.45,1513.6,No
9470-XCCEM,Male,No,Yes,Yes,35,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Bank transfer (automatic),89.65,3161.6,No
6519-CFDBX,Female,No,No,No,2,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.4,80.95,No
3902-MIVLE,Male,No,Yes,Yes,63,Yes,DSL,Yes,Yes,No,Two year,Mailed check,75.7,4676.7,No
0409-WTMPL,Female,No,Yes,No,58,Yes,FIBER OPTIC,Yes,No,Yes,One year,Credit card (automatic),110.65,6526.65,No
8763-KIAFH,Female,No,Yes,Yes,27,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,20.55,583.3,No
3669-WHAFY,Female,No,Yes,No,71,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Credit card (automatic),115.15,8078.1,No
3055-VTCGS,Female,No,No,No,63,Yes,DSL,No,No,No,One year,Credit card (automatic),58.55,3503.5,No
3144-KMTWZ,Male,No,Yes,No,71,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),93.25,6669.45,No
7279-BUYWN,Female,Yes,No,No,41,Yes,FIBER OPTIC,Yes,No,Yes,Month-to-month,Electronic check,113.2,4689.5,Yes
7156-MHUGY,Male,Yes,No,No,13,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,90.5,1201.15,Yes
7198-GLXTC,Male,No,No,No,2,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,79.0,143.65,Yes
2007-QVGAW,Female,No,Yes,Yes,68,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.35,1292.65,No
5207-PLSTK,Male,No,Yes,Yes,1,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,48.75,48.75,No
2307-FYNNL,Male,Yes,No,No,65,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Electronic check,109.05,7108.2,No
5605-XNWEN,Male,Yes,Yes,No,72,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),25.0,1802.55,No
2155-AMQRX,Female,No,No,No,28,Yes,DSL,No,Yes,No,Month-to-month,Credit card (automatic),54.9,1505.15,No
6181-AXXYF,Male,No,Yes,Yes,72,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.75,1859.1,No
5091-HFAZW,Female,No,No,No,2,Yes,FIBER OPTIC,Yes,No,Yes,Month-to-month,Electronic check,91.15,168.5,No
0516-VRYBW,Female,No,No,Yes,18,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),20.15,390.85,Yes
2519-LBNQL,Male,Yes,Yes,No,60,Yes,FIBER OPTIC,No,No,Yes,One year,Electronic check,104.35,6339.45,No
8623-ULFNQ,Female,Yes,No,No,26,Yes,DSL,No,Yes,No,Month-to-month,Electronic check,66.05,1652.4,No
8380-PEFPE,Male,No,No,Yes,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,71.65,71.65,Yes
5687-DKDTV,Female,No,No,No,4,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.35,77.5,Yes
1568-LJSZU,Male,No,Yes,Yes,68,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),92.2,6392.85,No
7530-HDYDS,Female,No,No,No,38,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Credit card (automatic),84.25,3264.5,Yes
7789-HKSBS,Female,Yes,Yes,No,42,Yes,FIBER OPTIC,Yes,No,Yes,One year,Bank transfer (automatic),105.2,4599.15,No
7416-CKTEP,Female,No,Yes,No,57,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.6,1134.25,No
2586-CWXVV,Male,No,Yes,No,54,No,DSL,No,No,No,Month-to-month,Electronic check,30.4,1621.35,No
3096-IZETN,Female,No,No,No,12,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),78.1,947.3,Yes
2348-KCJLT,Female,No,Yes,No,44,Yes,DSL,Yes,No,No,One year,Mailed check,61.5,2722.2,No
8401-EMUWF,Male,No,Yes,Yes,42,Yes,DSL,Yes,No,Yes,Month-to-month,Bank transfer (automatic),69.4,3058.3,No
4193-IBKSW,Male,No,Yes,Yes,72,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.75,1769.6,No
5377-NDTOU,Female,No,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Two year,Mailed check,91.05,6293.75,No
5922-ABDVO,Female,No,Yes,No,19,Yes,FIBER OPTIC,No,No,No,Month-to-month,Mailed check,89.65,1761.05,Yes
2474-LCNUE,Female,No,Yes,No,23,Yes,DSL,No,Yes,Yes,Month-to-month,Credit card (automatic),73.65,1642.75,No
0839-QNXME,Female,No,No,No,30,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.4,578.5,No
3506-OVLKD,Male,No,No,No,35,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),26.2,954.9,No
9172-ANCRX,Female,No,No,No,10,Yes,FIBER OPTIC,Yes,No,Yes,Month-to-month,Electronic check,98.7,973.25,Yes
6650-VJONK,Male,No,No,No,1,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),43.85,43.85,No
2178-PMGCJ,Male,No,No,No,22,Yes,FIBER OPTIC,No,No,No,Month-to-month,Mailed check,69.7,1490.4,No
7492-TAFJD,Male,No,Yes,Yes,7,No,DSL,Yes,No,No,Two year,Mailed check,38.55,280.0,No
2773-MADBQ,Female,No,No,No,36,No,DSL,Yes,Yes,No,Two year,Mailed check,53.1,1901.25,No
6016-LVTJQ,Female,No,Yes,Yes,34,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.65,716.4,No
7860-KSUGX,Male,No,Yes,Yes,72,Yes,DSL,Yes,No,No,Two year,Credit card (automatic),64.45,4720.0,No
8966-KZXXA,Male,No,Yes,Yes,36,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.1,930.95,No
6910-HADCM,Female,No,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,76.35,76.35,Yes
4816-LXZYW,Female,No,No,No,23,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,79.15,1676.95,Yes
9606-PBKBQ,Male,Yes,Yes,No,32,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,85.0,2642.05,Yes
5149-QYTTU,Female,No,Yes,Yes,71,Yes,FIBER OPTIC,Yes,Yes,No,One year,Credit card (automatic),95.15,6770.85,No
2070-XYMFH,Female,Yes,No,No,23,Yes,FIBER OPTIC,No,No,No,Month-to-month,Mailed check,79.35,1835.3,No
2085-BOJKI,Male,No,Yes,No,17,Yes,FIBER OPTIC,No,No,Yes,One year,Bank transfer (automatic),96.65,1588.25,No
0817-HSUSE,Male,No,No,No,1,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,75.5,75.5,No
5442-PPTJY,Male,No,Yes,Yes,12,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.7,258.35,No
1927-QEWMY,Female,No,Yes,No,72,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.5,1502.25,No
1663-MHLHE,Male,No,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.2,19.2,No
5663-QBGIS,Male,Yes,Yes,No,72,Yes,FIBER OPTIC,No,No,Yes,Two year,Bank transfer (automatic),98.35,6929.4,No
4450-MDZFX,Male,No,Yes,Yes,60,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),74.35,4453.3,No
6701-DHKWQ,Female,No,Yes,Yes,61,No,DSL,No,Yes,Yes,Two year,Credit card (automatic),51.35,3244.4,No
7554-AKDQF,Female,No,Yes,No,6,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.65,323.45,No
3536-IQCTX,Male,Yes,Yes,No,32,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,85.3,2661.1,Yes
4911-BANWH,Female,No,No,Yes,31,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Credit card (automatic),86.55,2697.4,Yes
8496-EJAUI,Male,No,No,No,19,Yes,FIBER OPTIC,No,No,No,Month-to-month,Credit card (automatic),73.85,1424.5,Yes
0794-YVSGE,Male,No,Yes,Yes,72,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.3,1401.15,No
5423-BHIXO,Female,No,No,No,32,Yes,DSL,No,No,No,Month-to-month,Electronic check,54.2,1739.6,No
6908-VVYHM,Male,No,Yes,No,65,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,90.65,5931.0,No
2959-EEXWB,Female,No,Yes,Yes,45,No,DSL,Yes,No,Yes,Month-to-month,Bank transfer (automatic),50.9,2333.85,No
1839-UMACK,Male,No,No,No,42,Yes,NO,No internet service,No internet service,No internet service,One year,Electronic check,25.05,949.85,No
3030-YDNRM,Male,No,No,No,8,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,74.85,572.45,No
7321-KKSDU,Male,No,No,Yes,32,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,20.5,696.8,No
3402-XRIUO,Female,Yes,Yes,No,22,Yes,DSL,Yes,Yes,No,Month-to-month,Mailed check,63.55,1381.8,No
3132-TVFDZ,Male,Yes,Yes,No,57,No,DSL,No,No,Yes,Month-to-month,Electronic check,44.85,2572.95,Yes
8286-AFUYI,Male,No,No,No,1,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,47.95,47.95,No
8080-DDEMJ,Male,Yes,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.1,45.1,Yes
8356-WUAOJ,Female,No,Yes,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.0,45.0,No
6365-MTGZX,Male,No,No,No,24,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Electronic check,96.0,2122.45,Yes
1349-WXNGG,Male,No,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.05,20.05,Yes
8058-DMYRU,Male,Yes,No,No,54,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,90.05,4931.8,No
9350-ZXYJC,Female,No,No,No,4,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.3,116.95,No
6990-YNRIO,Male,No,Yes,Yes,65,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Bank transfer (automatic),108.65,6937.95,Yes
8958-JPTRR,Female,No,Yes,No,56,Yes,NO,No internet service,No internet service,No internet service,One year,Electronic check,24.3,1261.7,No
6959-GQEGV,Male,No,No,No,45,Yes,DSL,Yes,No,Yes,Month-to-month,Electronic check,75.95,3273.8,No
3173-WSSUE,Female,No,Yes,Yes,71,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.7,1415.85,No
1265-HVPZB,Male,No,Yes,No,59,Yes,DSL,Yes,No,Yes,One year,Credit card (automatic),66.4,3958.2,No
4115-UMJFQ,Male,No,No,No,69,No,DSL,No,No,No,One year,Bank transfer (automatic),35.75,2492.25,No
7369-TRPFD,Male,No,No,No,19,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,18.8,279.2,No
1098-KFQEC,Female,No,Yes,Yes,55,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.4,1083.0,No
7190-XHTWJ,Female,No,No,No,38,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,19.3,755.5,No
0621-TWIEM,Male,No,No,No,10,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.55,402.6,Yes
3537-RYBHH,Female,Yes,Yes,No,47,Yes,DSL,Yes,No,No,Month-to-month,Credit card (automatic),67.45,3252.0,No
2485-ITVKB,Female,No,Yes,No,2,No,DSL,No,No,No,Month-to-month,Electronic check,35.1,68.75,Yes
3669-OYSJI,Male,No,No,No,1,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),46.2,46.2,Yes
1612-EOHDH,Female,No,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.15,45.15,Yes
6702-OHFWR,Male,Yes,No,No,1,No,DSL,No,No,No,Month-to-month,Electronic check,43.3,43.3,Yes
5296-BFCYD,Male,No,Yes,Yes,46,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,20.1,936.85,No
4510-PYUSH,Female,Yes,No,No,38,Yes,DSL,Yes,No,No,Month-to-month,Credit card (automatic),57.15,2250.65,Yes
9359-JANWS,Female,No,Yes,No,65,Yes,DSL,Yes,Yes,No,Two year,Credit card (automatic),58.9,3857.1,No
7517-SAWMO,Female,No,Yes,No,19,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Electronic check,73.2,1441.1,Yes
4143-HHPMK,Male,No,No,No,52,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,85.35,4338.6,Yes
3279-DYZQM,Male,No,Yes,Yes,71,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.45,1378.45,No
7054-LGEQW,Female,No,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.95,45.95,Yes
0523-VNGTF,Female,Yes,No,No,52,No,DSL,No,Yes,Yes,Month-to-month,Electronic check,50.5,2566.3,No
9575-IWCAZ,Male,No,Yes,No,6,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,25.1,171.0,No
7105-MXJLL,Female,Yes,Yes,No,26,Yes,DSL,No,No,No,One year,Mailed check,60.7,1597.4,No
7064-FRRSW,Male,Yes,No,No,48,Yes,FIBER OPTIC,No,No,Yes,One year,Electronic check,99.0,4744.35,No
7940-UQQUG,Female,No,Yes,Yes,64,Yes,FIBER OPTIC,Yes,Yes,Yes,One year,Bank transfer (automatic),104.4,6721.6,No
0923-PNFUB,Female,No,No,No,3,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,83.75,247.25,Yes
3961-SXAXY,Male,No,No,No,1,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),44.05,44.05,No
7010-BRBUU,Male,No,Yes,Yes,72,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.1,1734.65,No
3566-HJGPK,Male,No,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.55,45.55,No
3062-ICYZQ,Female,No,Yes,Yes,51,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Electronic check,93.8,4539.35,No
9938-PRCVK,Female,No,Yes,Yes,41,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.7,804.25,No
0973-KYVNF,Female,No,Yes,Yes,72,Yes,DSL,Yes,No,Yes,Two year,Credit card (automatic),70.65,5011.15,No
5129-HHMZC,Female,No,Yes,No,43,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),86.45,3574.5,No
9637-CDTKZ,Male,No,Yes,No,72,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Credit card (automatic),114.1,8086.4,No
3946-JEWRQ,Male,No,Yes,No,47,Yes,FIBER OPTIC,No,No,Yes,One year,Credit card (automatic),95.2,4563.0,No
7873-CVMAW,Male,No,No,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),88.55,6362.35,No
0463-WZZKO,Male,No,No,No,3,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),20.75,67.1,No
3494-JCHRQ,Male,No,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,70.05,70.05,Yes
6474-FVJLC,Male,No,No,No,2,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,86.0,165.45,Yes
4524-QCSSM,Male,No,No,No,26,No,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),44.65,1156.55,No
5832-EXGTT,Male,No,Yes,Yes,29,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,60.2,1834.15,No
8840-DQLGN,Female,Yes,Yes,No,35,Yes,FIBER OPTIC,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),100.5,3653.35,Yes
2039-JONDJ,Male,No,No,No,27,Yes,DSL,Yes,No,No,One year,Bank transfer (automatic),55.45,1477.65,No
7217-JYHOQ,Male,No,Yes,Yes,24,Yes,DSL,Yes,Yes,No,Month-to-month,Credit card (automatic),70.3,1706.45,No
6695-FRVEC,Male,No,Yes,Yes,67,Yes,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),60.4,3953.7,No
4547-LYTDD,Female,No,No,No,16,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,72.65,1194.3,Yes
9894-QMIMJ,Female,No,No,No,23,Yes,DSL,No,No,No,One year,Bank transfer (automatic),55.8,1327.85,No
8069-YQQAJ,Male,No,No,No,14,No,DSL,No,No,No,Month-to-month,Mailed check,31.1,419.7,No
6770-XUAGN,Female,No,Yes,Yes,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Electronic check,21.0,21.0,Yes
4193-ORFCL,Female,Yes,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.1,45.1,Yes
1636-NTNCO,Male,Yes,No,No,4,No,DSL,No,No,Yes,Month-to-month,Credit card (automatic),50.95,207.35,No
3466-WAESX,Male,No,No,Yes,16,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,69.1,1083.7,No
9281-PKKZE,Female,No,Yes,No,46,No,DSL,No,No,Yes,Month-to-month,Electronic check,43.95,2007.85,No
3638-VBZTA,Male,No,No,Yes,68,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),86.5,5882.75,No
7459-IMVYU,Male,No,No,No,38,Yes,DSL,Yes,Yes,No,Month-to-month,Electronic check,69.95,2657.55,No
7776-QWNFX,Male,Yes,Yes,No,30,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),50.4,1527.5,Yes
6689-TCZHQ,Female,Yes,No,No,5,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,78.95,378.4,Yes
8563-OYMQY,Male,No,No,No,17,Yes,FIBER OPTIC,No,No,No,Month-to-month,Credit card (automatic),90.95,1612.2,No
0754-EEBDC,Male,No,Yes,Yes,4,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.9,76.65,No
5777-ZPQNC,Female,No,No,No,12,Yes,NO,No internet service,No internet service,No internet service,One year,Electronic check,20.15,260.7,No
1951-IEYXM,Male,No,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),90.6,6441.85,No
3318-NMQXL,Male,No,No,No,3,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,92.0,266.8,No
3143-ILDAL,Male,No,No,No,56,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Electronic check,94.45,5124.6,Yes
1022-RKXDR,Female,No,No,No,41,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,24.85,962.25,No
2361-FJWNO,Male,No,No,No,40,No,DSL,No,Yes,No,One year,Credit card (automatic),36.0,1382.9,No
2272-UOINI,Female,No,No,No,7,Yes,DSL,Yes,Yes,Yes,Month-to-month,Electronic check,78.5,571.05,No
8232-UTFOZ,Male,No,No,No,69,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.95,1399.35,No
3750-YHRYO,Male,No,Yes,Yes,7,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,20.65,150.0,No
6637-KYRCV,Female,No,Yes,Yes,5,No,DSL,No,No,No,Month-to-month,Electronic check,30.5,167.2,No
